account_id,assists,avatar,avatarfull,avatarmedium,cheese,country_code,deaths,denies,fantasy_role,fh_unavailable,full_history_time,gold_per_min,is_locked,is_pro,kda,kills,last_hits,last_login,last_match_time,loccountrycode,locked_until,main_role,name,personaname,profileurl,steamid,team_id,team_name,team_tag,xp_per_min
2553754,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/fe/fefac05d8a469bee7a8af85f4e72cd1952aa5838.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/fe/fefac05d8a469bee7a8af85f4e72cd1952aa5838_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/fe/fefac05d8a469bee7a8af85f4e72cd1952aa5838_medium.jpg,0.0,,,,2,False,2017-04-22T18:27:21.924Z,,False,True,,,,,2017-07-28T21:55:50.000Z,,0,,boomski,boomski,http://steamcommunity.com/profiles/76561197962819482/,76561197962819482,1805039,BIRAK,BIRAK,
3246092,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/1c/1c84204068f3116ffa7daf82f506cbe896d59b63.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/1c/1c84204068f3116ffa7daf82f506cbe896d59b63_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/1c/1c84204068f3116ffa7daf82f506cbe896d59b63_medium.jpg,0.0,us,,,1,False,2015-11-27T20:23:27.907Z,,False,True,,,,2016-08-13T22:30:40.357Z,,US,0,,inphinity,∞,http://steamcommunity.com/id/inphinity1/,76561197963511820,0,,,
3916428,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/63/63c0016475553dcf5d1cca471327913a980f1f8e.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/63/63c0016475553dcf5d1cca471327913a980f1f8e_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/63/63c0016475553dcf5d1cca471327913a980f1f8e_medium.jpg,0.0,se,,,2,True,2017-03-23T16:02:13.727Z,,True,True,,,,,2017-06-27T18:05:59.000Z,,1502694000,,EGM,´old m8 jerjer,http://steamcommunity.com/profiles/76561197964182156/,76561197964182156,4328182,Crescendo,Crescendo,
3940262,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/da/da0ec8e60f4d9bbb4a19f27f356e2b7c513956fb.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/da/da0ec8e60f4d9bbb4a19f27f356e2b7c513956fb_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/da/da0ec8e60f4d9bbb4a19f27f356e2b7c513956fb_medium.jpg,0.0,kr,,,1,,,,False,True,,,,,2017-07-22T10:51:32.000Z,,1457344800,,Navy.March,Navy.March,http://steamcommunity.com/id/March8/,76561197964205990,0,MVP Phoenix,MVP,
4281729,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/11/11a4bded65c941ecafed6c3ee71030673e857756.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/11/11a4bded65c941ecafed6c3ee71030673e857756_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/11/11a4bded65c941ecafed6c3ee71030673e857756_medium.jpg,0.0,dk,,,1,,,,True,True,,,,,2017-07-28T23:29:34.000Z,DK,1502694000,,syndereN,syndereN,http://steamcommunity.com/profiles/76561197964547457/,76561197964547457,4328182,Crescendo,Crescendo,
5150808,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/01/01e6e09f3edd273ba5a43883277022091dc474c4.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/01/01e6e09f3edd273ba5a43883277022091dc474c4_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/01/01e6e09f3edd273ba5a43883277022091dc474c4_medium.jpg,0.0,,,,1,True,2017-07-02T08:03:20.236Z,,True,True,,,,,2017-07-18T19:22:59.000Z,,1502694000,,fn,watanabe,http://steamcommunity.com/id/he110dota/,76561197965416536,46,Team Empire,Empire,
5390881,,,,,,gb,,,2,,,,False,True,,,,,,,0,,Cyborgmatt,,,,1838315,Team Secret,Secret,
5448108,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/c5/c5b75506e6f65ab41095ed4bc70314e467d74ce0.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/c5/c5b75506e6f65ab41095ed4bc70314e467d74ce0_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/c5/c5b75506e6f65ab41095ed4bc70314e467d74ce0_medium.jpg,0.0,us,,,2,False,2017-02-26T10:33:42.853Z,,False,True,,,,,2017-07-24T21:37:45.000Z,,1471168800,,Fogged,F-Dog,http://steamcommunity.com/profiles/76561197965713836/,76561197965713836,4562387,FILLER PICK,FP,
5571849,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/91/91a300268a064f3310dc9c3c9604f3d15031cc73.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/91/91a300268a064f3310dc9c3c9604f3d15031cc73_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/91/91a300268a064f3310dc9c3c9604f3d15031cc73_medium.jpg,0.0,us,,,2,,,,False,True,,,,,,US,1481500800,,Hawaiin Fire!!,Sealion,http://steamcommunity.com/id/Dotaplayer808123/,76561197965837577,1276923,Leviathan',LvT,
6103402,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/c6/c6ec8e8e453e99b1441ffc376259c8aa077748c3.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/c6/c6ec8e8e453e99b1441ffc376259c8aa077748c3_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/c6/c6ec8e8e453e99b1441ffc376259c8aa077748c3_medium.jpg,0.0,dk,,,2,False,2016-02-05T11:24:17.449Z,,False,True,,,,2016-09-05T10:27:51.708Z,2017-07-15T15:34:04.000Z,DK,1471168800,,solen,solen,http://steamcommunity.com/profiles/76561197966369130/,76561197966369130,4541043,Rocket Scientists,RSc,
6922000,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/7f/7f9d32217087e28371b2d75dc4d9256ad8abc1b2.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/7f/7f9d32217087e28371b2d75dc4d9256ad8abc1b2_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/7f/7f9d32217087e28371b2d75dc4d9256ad8abc1b2_medium.jpg,0.0,se,,,2,True,2017-02-22T08:57:24.405Z,,True,True,,,,2015-10-02T15:29:33.590Z,2017-06-28T06:29:48.000Z,,1502694000,,PieLieDie,small retarded fish,http://steamcommunity.com/profiles/76561197967187728/,76561197967187728,1333179,Cloud9,C9,
8363146,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/00/0007893c36871c31bb4626baf4c881801d195a30.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/00/0007893c36871c31bb4626baf4c881801d195a30_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/00/0007893c36871c31bb4626baf4c881801d195a30_medium.jpg,0.0,,,,2,False,2017-07-18T21:52:00.255Z,,False,True,,,,2015-03-24T01:16:44.748Z,2017-07-14T23:20:31.000Z,,0,,137,none,http://steamcommunity.com/profiles/76561197968628874/,76561197968628874,4763816,Netflix & Chill,N&C,
8591574,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/b2/b29b06567a00286d369564b5778497b50ea8d5b8.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/b2/b29b06567a00286d369564b5778497b50ea8d5b8_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/b2/b29b06567a00286d369564b5778497b50ea8d5b8_medium.jpg,0.0,us,,,2,False,2016-04-13T05:56:17.778Z,,True,True,,,,2016-04-11T05:58:44.228Z,2017-07-28T22:34:43.000Z,US,1502694000,,DurpDurp,Peanut Bruddah,http://steamcommunity.com/profiles/76561197968857302/,76561197968857302,1905619,Wheel Whreck While Whistling,Wheel,
8712306,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/33/33a254a642736a04287b0b4e9292da76bd318532.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/33/33a254a642736a04287b0b4e9292da76bd318532_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/33/33a254a642736a04287b0b4e9292da76bd318532_medium.jpg,0.0,fi,,,1,False,2017-01-29T00:45:02.752Z,,True,True,,,,,2017-05-26T15:55:21.000Z,FI,1502694000,,Trixi,Mitsuha Miyamizu,http://steamcommunity.com/profiles/76561197968978034/,76561197968978034,3729377,Ninjas in Pyjamas,NiP,
9001210,,,,,,us,,,2,,,,False,True,,,,,,,0,,ChrisC,,,,514377,ChrisTest10,CT10test,
10019586,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/6e/6e4a1d802710d3b9502ef35636f8bbacb255dc59.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/6e/6e4a1d802710d3b9502ef35636f8bbacb255dc59_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/6e/6e4a1d802710d3b9502ef35636f8bbacb255dc59_medium.jpg,0.0,us,,,0,False,2017-04-24T09:36:41.240Z,,False,True,,,,2017-05-17T19:48:00.162Z,2017-07-18T03:41:32.000Z,US,1471168800,,malachamavet,Malachamavet,http://steamcommunity.com/id/Malachamavet/,76561197970285314,3725701,Happy Feet,HF,
10366616,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/ee/ee42a838030c527ed0a80e278734c756ae71b8aa.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/ee/ee42a838030c527ed0a80e278734c756ae71b8aa_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/ee/ee42a838030c527ed0a80e278734c756ae71b8aa_medium.jpg,0.0,us,,,1,False,2017-01-23T23:13:59.049Z,,True,True,,,,2016-04-11T03:56:15.700Z,2017-07-29T01:40:29.000Z,,1502694000,,Sneyking,mode: Liquid.Bulba,http://steamcommunity.com/profiles/76561197970632344/,76561197970632344,4372042,Team Freedom,Freedom,
10516239,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/ea/ea62409565a477d9b779d2b56cbd49a0a5d0a213.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/ea/ea62409565a477d9b779d2b56cbd49a0a5d0a213_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/ea/ea62409565a477d9b779d2b56cbd49a0a5d0a213_medium.jpg,0.0,sg,,,1,False,2017-03-25T20:50:37.689Z,,True,True,,,,2017-03-25T20:49:43.533Z,2017-07-28T12:48:10.000Z,SG,1502694000,,ayy,www,http://steamcommunity.com/id/ay333/,76561197970781967,4424013,Ten Twenty,1020,
11550182,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/73/73504f26e4559b77117e8337672d1c3dff6684e2.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/73/73504f26e4559b77117e8337672d1c3dff6684e2_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/73/73504f26e4559b77117e8337672d1c3dff6684e2_medium.jpg,0.0,ru,,,2,False,2017-07-10T14:31:47.639Z,,True,True,,,,2016-09-06T07:38:29.909Z,2017-07-28T11:01:47.000Z,RU,1502694000,,VANSKOR,Johannes,http://steamcommunity.com/id/vanskor/,76561197971815910,2621843,Team. Spirit,TSpirit,
11865327,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/85/8567e5ca752f855ef6b48f61cfdfe877e0815188.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/85/8567e5ca752f855ef6b48f61cfdfe877e0815188_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/85/8567e5ca752f855ef6b48f61cfdfe877e0815188_medium.jpg,0.0,ru,,,1,False,2017-02-28T16:39:03.531Z,,True,True,,,,2017-02-28T16:30:11.405Z,2017-07-28T15:45:43.000Z,,1502694000,,Nix,Nix,http://steamcommunity.com/id/nixjke/,76561197972131055,4429098,M19,M19,
11929046,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/00/00a676b5eb2c1f2875bfa9fc29ad1c621cd45ada.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/00/00a676b5eb2c1f2875bfa9fc29ad1c621cd45ada_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/00/00a676b5eb2c1f2875bfa9fc29ad1c621cd45ada_medium.jpg,0.0,,,,2,False,2017-02-28T22:11:50.669Z,,False,True,,,,2017-05-17T21:48:58.432Z,2017-07-28T01:30:29.000Z,CA,1481500800,,04,wagner the bloodedge,http://steamcommunity.com/id/sdran06/,76561197972194774,2677025,,,
12231202,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/26/268bb8c9a694d9b51a609ef01988b36257e44f07.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/26/268bb8c9a694d9b51a609ef01988b36257e44f07_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/26/268bb8c9a694d9b51a609ef01988b36257e44f07_medium.jpg,0.0,se,,,1,False,2017-02-19T23:17:47.818Z,,True,True,,,,,2017-07-10T06:00:21.000Z,,1502694000,,Limmp,FEEL.,http://steamcommunity.com/profiles/76561197972496930/,76561197972496930,111474,Alliance,Alliance,
16317795,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/63/632c9c99bf1bb47b9d3c81fc31825f1f1f3ad99b.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/63/632c9c99bf1bb47b9d3c81fc31825f1f1f3ad99b_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/63/632c9c99bf1bb47b9d3c81fc31825f1f1f3ad99b_medium.jpg,0.0,br,,,2,False,2016-12-19T21:53:07.880Z,,False,True,,,,,2017-07-25T22:34:51.000Z,BR,0,,PAADA,PAADA,http://steamcommunity.com/id/PAADA/,76561197976583523,67,paiN Gaming,paiN,
16769223,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/e1/e1a74560d9780995e27b50c89058a57c83d9aa28.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/e1/e1a74560d9780995e27b50c89058a57c83d9aa28_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/e1/e1a74560d9780995e27b50c89058a57c83d9aa28_medium.jpg,0.0,fr,,,1,True,2015-12-12T12:35:28.512Z,,False,True,,,,2015-12-12T12:35:24.001Z,,,0,,Jean-Titouan,sad man with a tie,http://steamcommunity.com/id/radiobouffon/,76561197977034951,2831883,Que La Famille,QLF,
18180970,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/09/095ba162cd2e0ae7c5bb504fb1ae88e7cadb9c84.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/09/095ba162cd2e0ae7c5bb504fb1ae88e7cadb9c84_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/09/095ba162cd2e0ae7c5bb504fb1ae88e7cadb9c84_medium.jpg,0.0,se,,,2,False,2016-04-05T07:53:09.017Z,,True,True,,,,2016-03-25T17:31:22.021Z,2017-07-10T06:00:21.000Z,,1502694000,,Handsken,Iced Out My Arms,http://steamcommunity.com/profiles/76561197978446698/,76561197978446698,111474,Alliance,Alliance,
19672354,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/5e/5ef42c54eb27317fe69854c42da2652a225d22f9.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/5e/5ef42c54eb27317fe69854c42da2652a225d22f9_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/5e/5ef42c54eb27317fe69854c42da2652a225d22f9_medium.jpg,0.0,fo,,,1,True,2017-05-11T15:05:42.069Z,,True,True,,,,,2017-07-08T14:40:06.000Z,DK,1502694000,,n0tail,TalominiDaiki,http://steamcommunity.com/profiles/76561197979938082/,76561197979938082,2586976,OG Dota2,OG,
19757254,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/66/66d5825a5103db131a5d1ea8976c503c005405c4.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/66/66d5825a5103db131a5d1ea8976c503c005405c4_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/66/66d5825a5103db131a5d1ea8976c503c005405c4_medium.jpg,0.0,hk,,,1,True,2017-07-21T22:54:41.737Z,,False,True,,,,,2017-06-24T19:06:43.000Z,,1481500800,,xaxaxaxaxaxaxax,songsong,http://steamcommunity.com/profiles/76561197980022982/,76561197980022982,3963460,BeanBoys,Beaned,
20237599,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/9b/9b8d1d74444ab7250f6ba8b25212577b05147936.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/9b/9b8d1d74444ab7250f6ba8b25212577b05147936_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/9b/9b8d1d74444ab7250f6ba8b25212577b05147936_medium.jpg,0.0,dk,,,1,,,,False,True,,,,,2017-07-24T21:17:54.000Z,DK,0,,Link,sushi74,http://steamcommunity.com/id/linkdota/,76561197980503327,1335685,MeetYourMakers.Dota2,MYM,
20321748,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/af/af6b966c001b17eccc1b49b19291328804a4215a.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/af/af6b966c001b17eccc1b49b19291328804a4215a_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/af/af6b966c001b17eccc1b49b19291328804a4215a_medium.jpg,0.0,fj,,,1,False,2016-03-29T11:05:37.295Z,,True,True,,,,2016-11-07T10:10:21.130Z,2017-07-08T10:12:52.000Z,FJ,1502694000,,SexyBamboe,菜鸟,http://steamcommunity.com/profiles/76561197980587476/,76561197980587476,4425527,Geek Fam,GeekFam,
20441493,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/78/7839aa79383e5fc2392bd4301f620b0a7467a414.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/78/7839aa79383e5fc2392bd4301f620b0a7467a414_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/78/7839aa79383e5fc2392bd4301f620b0a7467a414_medium.jpg,0.0,us,,,1,True,2016-03-15T16:35:33.814Z,,False,True,,,,2016-03-15T01:07:42.177Z,2017-07-28T08:19:50.000Z,,1481500800,,Joshy T,Shiibbyy,http://steamcommunity.com/id/shiibbyy/,76561197980707221,1276923,Leviathan',LvT,
20796460,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/d3/d395d3480d197e31ecd4f0a82262b0f849ae860f.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/d3/d395d3480d197e31ecd4f0a82262b0f849ae860f_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/d3/d395d3480d197e31ecd4f0a82262b0f849ae860f_medium.jpg,0.0,us,,,2,False,2017-05-14T06:39:58.402Z,,True,True,,,,2015-11-15T12:41:09.745Z,2017-07-28T02:13:01.000Z,US,1502694000,,Eosin,Eosin,http://steamcommunity.com/id/eosintrash/,76561197981062188,2919390,trash,trash,
21265941,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/b4/b48f118afae36c6b771cadc4c2fb98cfe8529768.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/b4/b48f118afae36c6b771cadc4c2fb98cfe8529768_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/b4/b48f118afae36c6b771cadc4c2fb98cfe8529768_medium.jpg,0.0,de,,,2,True,2017-02-06T20:30:33.078Z,,True,True,,,,,2017-05-26T15:55:21.000Z,GN,1502694000,,H4nn1,Desperado,http://steamcommunity.com/profiles/76561197981531669/,76561197981531669,3729377,Ninjas in Pyjamas,NiP,
21289303,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/ee/ee107982963e38934b439aee89b1e9016cc50810.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/ee/ee107982963e38934b439aee89b1e9016cc50810_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/ee/ee107982963e38934b439aee89b1e9016cc50810_medium.jpg,0.0,de,,,1,True,2017-06-21T18:02:56.597Z,,True,True,,,,,2017-06-27T16:08:37.000Z,,1502694000,,Black^,antimage(terrorblade[ameise]),http://steamcommunity.com/profiles/76561197981555031/,76561197981555031,3326875,Faceless,fL,
21604967,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/06/06156dfb8961920b71edc9fd9d09d6904b63f101.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/06/06156dfb8961920b71edc9fd9d09d6904b63f101_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/06/06156dfb8961920b71edc9fd9d09d6904b63f101_medium.jpg,0.0,us,,,2,,,,False,True,,,,,2017-07-28T22:15:59.000Z,,1481500800,,^^DragonFist^^,`Hero,http://steamcommunity.com/profiles/76561197981870695/,76561197981870695,1958953,BRUDDAHS,BRUDDAHS,
